annotator_id,n_annotated_texts,annotator_severity,annotator_severity_quantile,extreme_annotator_severity_quantile,extreme_annotator
1889,16,-0.53,0.1608925425719319,0.9,False
1890,13,0.4,0.776570757486788,0.9,False
1891,10,0.17,0.6362301820317088,0.9,False
1894,15,-0.04,0.4812096300645919,0.9,False
1897,13,-0.86,0.03992953611274222,0.9,False
1899,10,-0.68,0.0983558426306518,0.9,False
1907,14,0.11,0.5939518496770405,0.9,False
1911,14,-0.24,0.3376394597768644,0.9,False
1912,10,0.32,0.729301233118027,0.9,False
1919,10,-0.08,0.455079271873165,0.9,False
1920,11,0.57,0.87110980622431,0.9,False
1921,11,0.59,0.8831473869641808,0.9,False
1926,10,-0.73,0.07897827363476219,0.9,False
1928,17,-0.99,0.008514386376981797,0.9,False
1930,11,-0.26,0.32560187903699356,0.9,False
1932,13,0.2,0.6576629477392836,0.9,False
1933,10,0.13,0.6077510275983559,0.9,False
1944,13,-0.75,0.07134468584850265,0.9,False
1948,10,-0.17,0.39166177334116264,0.9,False
1951,11,0.67,0.91015854374633,0.9,True
1954,10,0.74,0.9354081033470346,0.9,True
1959,11,-0.26,0.32560187903699356,0.9,False
1961,11,0.56,0.867586611861421,0.9,False
1962,12,-0.15,0.40751614797416325,0.9,False
1966,15,0.08,0.5684086905460951,0.9,False
1967,18,-0.09,0.4459776864357017,0.9,False
1969,11,0.07,0.5616559013505579,0.9,False
1971,14,-0.61,0.12243100411039343,0.9,False
1974,12,-0.09,0.4459776864357017,0.9,False
1975,13,0.6,0.8875513799177921,0.9,False
1977,14,-0.26,0.32560187903699356,0.9,False
1981,10,0.21,0.6644157369348209,0.9,False
1983,13,0.05,0.5455079271873166,0.9,False
1988,11,0.37,0.758954785672343,0.9,False
1989,11,-0.57,0.14004697592483853,0.9,False
1991,16,-0.95,0.015854374633000587,0.9,False
1993,11,0.55,0.864063417498532,0.9,False
1996,13,-0.52,0.16588373458602465,0.9,False
1997,11,-0.02,0.4967704051673517,0.9,False
1999,11,0.73,0.9304169113329419,0.9,True
2001,12,0.63,0.8995889606576629,0.9,False
2003,17,0.58,0.8778625954198473,0.9,False
2007,14,0.46,0.8162066940692895,0.9,False
2008,14,0.54,0.8599530240751615,0.9,False
2009,19,-0.88,0.03141514973576042,0.9,False
2015,12,0.23,0.6770405167351732,0.9,False
2016,13,0.19,0.6517909571344686,0.9,False
2020,18,0.46,0.8162066940692895,0.9,False
2022,10,0.55,0.864063417498532,0.9,False
2025,12,-0.87,0.035525543159130944,0.9,False
2028,10,0.51,0.8426306517909571,0.9,False
2029,11,0.73,0.9304169113329419,0.9,True
2033,15,-0.25,0.3317674691720493,0.9,False
2035,10,-0.3,0.2950675278919554,0.9,False
2044,14,-0.33,0.27510275983558424,0.9,False
2054,15,0.4,0.776570757486788,0.9,False
2065,14,0.07,0.5616559013505579,0.9,False
2066,16,-0.96,0.013799177921315325,0.9,False
2067,12,0.39,0.7704051673517323,0.9,False
2069,12,0.01,0.5167351732237229,0.9,False
2070,19,-0.15,0.40751614797416325,0.9,False
2072,12,0.96,0.991779213153259,0.9,True
2073,12,-0.04,0.4812096300645919,0.9,False
2078,10,-0.36,0.2571931884908984,0.9,False
2080,13,0.2,0.6576629477392836,0.9,False
2083,14,0.36,0.7524955960070464,0.9,False
2089,15,-0.7,0.08954785672342924,0.9,False
2098,18,-0.77,0.06371109806224311,0.9,False
2102,12,-0.48,0.18584850264239577,0.9,False
2107,10,-0.42,0.22019964768056371,0.9,False
2109,10,-0.18,0.38490898414562535,0.9,False
2115,18,-0.72,0.0819142689371697,0.9,False
2118,18,-0.04,0.4812096300645919,0.9,False
2131,15,-0.11,0.4339401056958309,0.9,False
2140,13,0.59,0.8831473869641808,0.9,False
2146,11,-0.05,0.4750440399295361,0.9,False
2147,11,0.31,0.7225484439224897,0.9,False
2148,10,0.93,0.9844392248972401,0.9,True
2149,10,-0.04,0.4812096300645919,0.9,False
2153,19,-0.65,0.10833822665883734,0.9,False
2156,13,-0.24,0.3376394597768644,0.9,False
2158,13,0.72,0.9260129183793306,0.9,True
2160,12,-0.1,0.4386376981796829,0.9,False
2162,11,-0.55,0.15091015854374634,0.9,False
2165,10,-0.28,0.31004110393423373,0.9,False
2175,10,-0.09,0.4459776864357017,0.9,False
2181,10,-0.33,0.27510275983558424,0.9,False
2182,14,0.14,0.6142102172636523,0.9,False
2189,10,-0.16,0.3992953611274222,0.9,False
2194,11,-0.66,0.10569583088667057,0.9,False
2195,11,0.67,0.91015854374633,0.9,True
2196,13,-0.13,0.42072812683499705,0.9,False
2198,12,-0.23,0.34674104521432764,0.9,False
2199,13,0.37,0.758954785672343,0.9,False
2200,10,0.69,0.9174985320023488,0.9,True
2202,11,-0.43,0.21315325895478568,0.9,False
2204,12,-0.72,0.0819142689371697,0.9,False
2205,14,-0.73,0.07897827363476219,0.9,False
2208,11,-0.88,0.03141514973576042,0.9,False
2212,12,0.23,0.6770405167351732,0.9,False
2213,10,0.01,0.5167351732237229,0.9,False
2220,16,-0.31,0.28978273634762186,0.9,False
2221,13,0.8,0.9544920728126834,0.9,True
2223,10,-0.12,0.4266001174398121,0.9,False
2229,11,0.6,0.8875513799177921,0.9,False
2233,11,0.63,0.8995889606576629,0.9,False
2235,10,0.37,0.758954785672343,0.9,False
2238,15,-0.89,0.028479154433352905,0.9,False
2240,10,0.0,0.508220786846741,0.9,False
2241,16,-0.47,0.1911332941867293,0.9,False
2242,12,-0.13,0.42072812683499705,0.9,False
2244,14,0.45,0.8082795067527891,0.9,False
2246,13,-0.17,0.39166177334116264,0.9,False
2249,11,1.03,0.9994128009395185,0.9,True
2250,12,0.34,0.7392836171462126,0.9,False
2251,18,-0.42,0.22019964768056371,0.9,False
2255,13,-0.28,0.31004110393423373,0.9,False
2265,11,0.94,0.9867880211391662,0.9,True
2267,17,0.54,0.8599530240751615,0.9,False
2268,15,-1.04,0.002935995302407516,0.9,False
2271,13,-0.14,0.4151497357604228,0.9,False
2276,10,-0.49,0.18056371109806224,0.9,False
2277,11,0.02,0.5237815619495009,0.9,False
2279,15,0.43,0.7938931297709924,0.9,False
2281,16,-0.28,0.31004110393423373,0.9,False
2285,14,-0.29,0.30035231943628893,0.9,False
2286,17,-0.19,0.37815619495008806,0.9,False
2288,12,-0.02,0.4967704051673517,0.9,False
2291,15,-0.7,0.08954785672342924,0.9,False
2293,10,-0.1,0.4386376981796829,0.9,False
2295,10,0.22,0.6717557251908397,0.9,False
2303,14,0.96,0.991779213153259,0.9,True
2304,13,-0.71,0.08602466236054022,0.9,False
2307,17,-0.52,0.16588373458602465,0.9,False
2309,11,-0.5,0.17557251908396945,0.9,False
2318,12,0.17,0.6362301820317088,0.9,False
2320,12,-0.23,0.34674104521432764,0.9,False
2329,11,0.45,0.8082795067527891,0.9,False
2333,12,-0.31,0.28978273634762186,0.9,False
2334,10,0.34,0.7392836171462126,0.9,False
2335,12,-0.03,0.48943041691133293,0.9,False
2336,11,-0.8,0.0546095126247798,0.9,False
2338,10,0.06,0.5528479154433353,0.9,False
2343,20,0.5,0.8376394597768644,0.9,False
2346,16,-0.2,0.3719906048150323,0.9,False
2356,16,0.54,0.8599530240751615,0.9,False
2358,14,-0.77,0.06371109806224311,0.9,False
2359,10,0.78,0.9486200822078684,0.9,True
2361,13,0.43,0.7938931297709924,0.9,False
2363,11,0.31,0.7225484439224897,0.9,False
2364,13,0.11,0.5939518496770405,0.9,False
2372,11,-0.23,0.34674104521432764,0.9,False
2378,12,0.24,0.683206106870229,0.9,False
2384,11,0.51,0.8426306517909571,0.9,False
2385,10,-0.5,0.17557251908396945,0.9,False
2387,21,-0.31,0.28978273634762186,0.9,False
2391,12,0.78,0.9486200822078684,0.9,True
2396,10,-0.14,0.4151497357604228,0.9,False
2397,13,-0.54,0.1541397533763946,0.9,False
2398,14,0.03,0.5325895478567234,0.9,False
2402,11,0.05,0.5455079271873166,0.9,False
2403,15,-0.08,0.455079271873165,0.9,False
2404,12,0.62,0.8954785672342924,0.9,False
2414,10,0.41,0.7821491485613623,0.9,False
2415,15,0.61,0.8910745742806812,0.9,False
2418,10,-0.06,0.46917204932472106,0.9,False
2420,14,-0.39,0.23987081620669407,0.9,False
2425,15,-0.22,0.3537874339401057,0.9,False
2426,16,-0.72,0.0819142689371697,0.9,False
2430,14,-0.69,0.09453904873752202,0.9,False
2437,12,0.53,0.8543746330005872,0.9,False
2443,13,-0.38,0.2457428068115091,0.9,False
2445,10,0.18,0.6447445684086905,0.9,False
2450,11,0.21,0.6644157369348209,0.9,False
2451,10,-0.71,0.08602466236054022,0.9,False
2452,14,-0.15,0.40751614797416325,0.9,False
2456,11,-0.06,0.46917204932472106,0.9,False
2457,19,0.67,0.91015854374633,0.9,True
2459,15,-0.17,0.39166177334116264,0.9,False
2461,11,-0.92,0.021432765707574866,0.9,False
2464,14,0.79,0.9506752789195537,0.9,True
2465,11,0.81,0.9577216676453317,0.9,True
2466,11,0.14,0.6142102172636523,0.9,False
2467,13,-0.02,0.4967704051673517,0.9,False
2470,11,-0.47,0.1911332941867293,0.9,False
2471,18,-0.2,0.3719906048150323,0.9,False
2472,11,1.0,0.9979448032883147,0.9,True
2476,18,0.15,0.6200822078684675,0.9,False
2477,16,0.18,0.6447445684086905,0.9,False
2478,13,-0.4,0.23399882560187904,0.9,False
2487,17,0.84,0.9650616559013505,0.9,True
2488,12,-0.11,0.4339401056958309,0.9,False
2490,13,0.45,0.8082795067527891,0.9,False
2491,14,-0.12,0.4266001174398121,0.9,False
2494,10,0.08,0.5684086905460951,0.9,False
2495,13,0.4,0.776570757486788,0.9,False
2500,15,-0.25,0.3317674691720493,0.9,False
2501,14,-0.33,0.27510275983558424,0.9,False
2506,10,0.15,0.6200822078684675,0.9,False
2510,16,0.24,0.683206106870229,0.9,False
2514,10,0.22,0.6717557251908397,0.9,False
2515,16,-0.43,0.21315325895478568,0.9,False
2518,10,0.17,0.6362301820317088,0.9,False
2519,13,0.8,0.9544920728126834,0.9,True
2523,13,0.24,0.683206106870229,0.9,False
2524,14,-0.08,0.455079271873165,0.9,False
2530,15,-0.32,0.2821491485613623,0.9,False
2532,17,-0.88,0.03141514973576042,0.9,False
2534,14,-0.2,0.3719906048150323,0.9,False
2535,13,0.64,0.9004697592483852,0.9,True
2536,10,-0.1,0.4386376981796829,0.9,False
2537,10,0.25,0.6881972988843218,0.9,False
2539,10,-0.4,0.23399882560187904,0.9,False
2540,11,-0.69,0.09453904873752202,0.9,False
2548,17,-0.37,0.2507339988256019,0.9,False
2550,19,-0.47,0.1911332941867293,0.9,False
2553,19,-0.63,0.11567821491485614,0.9,False
2559,11,-0.75,0.07134468584850265,0.9,False
2560,11,0.46,0.8162066940692895,0.9,False
2561,16,0.29,0.715208455666471,0.9,False
2565,15,-0.13,0.42072812683499705,0.9,False
2575,13,0.67,0.91015854374633,0.9,True
2576,11,0.59,0.8831473869641808,0.9,False
2578,11,0.02,0.5237815619495009,0.9,False
2581,15,0.19,0.6517909571344686,0.9,False
2582,11,-0.5,0.17557251908396945,0.9,False
2583,15,-0.48,0.18584850264239577,0.9,False
2585,11,0.28,0.7075748678802114,0.9,False
2587,10,0.03,0.5325895478567234,0.9,False
2591,14,-0.42,0.22019964768056371,0.9,False
2594,10,0.94,0.9867880211391662,0.9,True
2595,12,-0.01,0.5026423957721667,0.9,False
2597,18,-0.18,0.38490898414562535,0.9,False
2600,10,-0.57,0.14004697592483853,0.9,False
2601,18,-0.43,0.21315325895478568,0.9,False
2605,16,0.44,0.7994715208455666,0.9,False
2606,17,-0.23,0.34674104521432764,0.9,False
2610,17,-0.03,0.48943041691133293,0.9,False
2613,18,0.28,0.7075748678802114,0.9,False
2614,16,-0.76,0.06694069289489137,0.9,False
2620,13,-0.11,0.4339401056958309,0.9,False
2622,14,-0.64,0.11274221961244862,0.9,False
2623,12,-0.73,0.07897827363476219,0.9,False
2625,11,0.07,0.5616559013505579,0.9,False
2626,11,0.57,0.87110980622431,0.9,False
2629,15,0.02,0.5237815619495009,0.9,False
2632,13,0.0,0.508220786846741,0.9,False
2637,10,0.18,0.6447445684086905,0.9,False
2641,12,-0.92,0.021432765707574866,0.9,False
2644,10,0.54,0.8599530240751615,0.9,False
2646,11,0.96,0.991779213153259,0.9,True
2648,13,0.54,0.8599530240751615,0.9,False
2654,15,-0.38,0.2457428068115091,0.9,False
2655,13,0.42,0.7889019377568995,0.9,False
2657,11,0.52,0.8496770405167352,0.9,False
2659,12,-0.12,0.4266001174398121,0.9,False
2665,11,-0.52,0.16588373458602465,0.9,False
2667,12,-0.21,0.3637698179682913,0.9,False
2669,18,-0.39,0.23987081620669407,0.9,False
2671,14,0.25,0.6881972988843218,0.9,False
2673,11,-0.29,0.30035231943628893,0.9,False
2681,21,0.98,0.994128009395185,0.9,True
2683,12,-0.59,0.13006459189665295,0.9,False
2684,10,0.32,0.729301233118027,0.9,False
2687,11,-0.5,0.17557251908396945,0.9,False
2689,11,0.5,0.8376394597768644,0.9,False
2690,10,-0.41,0.22812683499706402,0.9,False
2691,14,0.57,0.87110980622431,0.9,False
2697,16,0.71,0.9236641221374046,0.9,True
2699,14,0.88,0.9747504403992954,0.9,True
2700,13,0.83,0.9627128596594245,0.9,True
2701,11,-0.32,0.2821491485613623,0.9,False
2704,11,-0.05,0.4750440399295361,0.9,False
2706,17,0.0,0.508220786846741,0.9,False
2709,12,0.88,0.9747504403992954,0.9,True
2711,13,-0.4,0.23399882560187904,0.9,False
2712,17,1.0,0.9979448032883147,0.9,True
2715,13,-0.83,0.04726952436876101,0.9,False
2720,12,0.71,0.9236641221374046,0.9,True
2724,11,-0.9,0.025836758661186142,0.9,False
2725,10,0.38,0.7645331767469172,0.9,False
2726,15,-0.69,0.09453904873752202,0.9,False
2733,15,-0.13,0.42072812683499705,0.9,False
2735,10,-0.06,0.46917204932472106,0.9,False
2739,15,-0.87,0.035525543159130944,0.9,False
2747,15,-0.42,0.22019964768056371,0.9,False
2748,14,-0.55,0.15091015854374634,0.9,False
2749,10,-0.53,0.1608925425719319,0.9,False
2752,13,0.39,0.7704051673517323,0.9,False
2753,15,0.54,0.8599530240751615,0.9,False
2757,10,-0.26,0.32560187903699356,0.9,False
2758,17,0.54,0.8599530240751615,0.9,False
2765,15,-0.57,0.14004697592483853,0.9,False
2766,10,-0.03,0.48943041691133293,0.9,False
2767,11,-0.43,0.21315325895478568,0.9,False
2773,14,0.07,0.5616559013505579,0.9,False
2786,15,0.17,0.6362301820317088,0.9,False
2787,12,0.62,0.8954785672342924,0.9,False
2788,13,0.47,0.8206106870229007,0.9,False
2791,10,-0.41,0.22812683499706402,0.9,False
2795,11,0.17,0.6362301820317088,0.9,False
2797,17,0.81,0.9577216676453317,0.9,True
2801,19,-0.83,0.04726952436876101,0.9,False
2803,18,-0.61,0.12243100411039343,0.9,False
2804,14,-0.53,0.1608925425719319,0.9,False
2808,12,-0.56,0.14533176746917206,0.9,False
2811,10,0.55,0.864063417498532,0.9,False
2812,11,0.07,0.5616559013505579,0.9,False
2813,16,0.32,0.729301233118027,0.9,False
2819,15,0.37,0.758954785672343,0.9,False
2821,13,-0.22,0.3537874339401057,0.9,False
2824,12,-0.04,0.4812096300645919,0.9,False
2827,14,-0.31,0.28978273634762186,0.9,False
2831,13,0.12,0.6012918379330593,0.9,False
2834,16,0.54,0.8599530240751615,0.9,False
2835,10,-0.28,0.31004110393423373,0.9,False
2837,16,0.38,0.7645331767469172,0.9,False
2838,10,0.74,0.9354081033470346,0.9,True
2839,12,0.4,0.776570757486788,0.9,False
2847,10,-0.46,0.19817968291250734,0.9,False
2848,11,0.22,0.6717557251908397,0.9,False
2851,10,0.21,0.6644157369348209,0.9,False
2857,17,-0.36,0.2571931884908984,0.9,False
2866,20,-0.34,0.26834997064004695,0.9,False
2870,11,0.34,0.7392836171462126,0.9,False
2873,17,-0.32,0.2821491485613623,0.9,False
2874,10,0.75,0.940986494421609,0.9,True
2875,10,0.68,0.9139753376394598,0.9,True
2878,15,0.35,0.7451556077510276,0.9,False
2881,13,0.21,0.6644157369348209,0.9,False
2884,16,0.32,0.729301233118027,0.9,False
2885,10,-0.22,0.3537874339401057,0.9,False
2887,10,0.4,0.776570757486788,0.9,False
2893,11,-0.75,0.07134468584850265,0.9,False
2901,11,-0.14,0.4151497357604228,0.9,False
2902,12,0.51,0.8426306517909571,0.9,False
2905,13,0.58,0.8778625954198473,0.9,False
2911,10,-0.07,0.46271285965942455,0.9,False
2915,10,0.04,0.5381679389312977,0.9,False
2916,11,0.87,0.9729888432178508,0.9,True
2920,17,-0.43,0.21315325895478568,0.9,False
2921,13,0.43,0.7938931297709924,0.9,False
2927,14,0.61,0.8910745742806812,0.9,False
2932,14,-0.08,0.455079271873165,0.9,False
2933,12,0.41,0.7821491485613623,0.9,False
2934,21,-0.08,0.455079271873165,0.9,False
2937,14,-0.09,0.4459776864357017,0.9,False
2940,19,-0.97,0.01086318261890781,0.9,False
2942,10,-0.74,0.07545507927187317,0.9,False
2944,12,0.12,0.6012918379330593,0.9,False
2945,13,0.54,0.8599530240751615,0.9,False
2946,19,-0.15,0.40751614797416325,0.9,False
2952,10,-0.89,0.028479154433352905,0.9,False
2953,13,-0.82,0.05079271873165003,0.9,False
2954,11,-0.55,0.15091015854374634,0.9,False
2956,15,0.44,0.7994715208455666,0.9,False
2959,15,0.22,0.6717557251908397,0.9,False
2963,11,0.18,0.6447445684086905,0.9,False
2964,11,0.13,0.6077510275983559,0.9,False
2966,15,0.18,0.6447445684086905,0.9,False
2970,15,-0.3,0.2950675278919554,0.9,False
2973,14,0.37,0.758954785672343,0.9,False
2974,18,0.46,0.8162066940692895,0.9,False
2975,11,-0.86,0.03992953611274222,0.9,False
2977,11,0.62,0.8954785672342924,0.9,False
2979,16,-0.73,0.07897827363476219,0.9,False
2983,10,0.19,0.6517909571344686,0.9,False
2985,11,-0.36,0.2571931884908984,0.9,False
2988,14,-0.19,0.37815619495008806,0.9,False
2989,18,0.19,0.6517909571344686,0.9,False
2990,19,-0.03,0.48943041691133293,0.9,False
2995,12,0.39,0.7704051673517323,0.9,False
2998,11,0.52,0.8496770405167352,0.9,False
2999,16,0.53,0.8543746330005872,0.9,False
3002,15,0.4,0.776570757486788,0.9,False
3005,14,-0.32,0.2821491485613623,0.9,False
3011,12,-0.47,0.1911332941867293,0.9,False
3013,12,0.16,0.6271285965942455,0.9,False
3015,21,-0.41,0.22812683499706402,0.9,False
3016,14,0.49,0.830886670581327,0.9,False
3017,20,0.32,0.729301233118027,0.9,False
3020,10,0.23,0.6770405167351732,0.9,False
3021,10,0.09,0.5754550792718731,0.9,False
3022,12,-0.08,0.455079271873165,0.9,False
3027,18,0.52,0.8496770405167352,0.9,False
3030,18,0.08,0.5684086905460951,0.9,False
3038,16,-0.07,0.46271285965942455,0.9,False
3043,13,-0.05,0.4750440399295361,0.9,False
3046,13,0.44,0.7994715208455666,0.9,False
3050,11,0.01,0.5167351732237229,0.9,False
3056,15,-0.41,0.22812683499706402,0.9,False
3057,11,-0.16,0.3992953611274222,0.9,False
3058,10,-0.08,0.455079271873165,0.9,False
3066,13,-0.09,0.4459776864357017,0.9,False
3069,10,-0.76,0.06694069289489137,0.9,False
3075,13,-0.08,0.455079271873165,0.9,False
3079,11,0.9,0.9797416324133882,0.9,True
3081,10,0.14,0.6142102172636523,0.9,False
3085,11,-0.89,0.028479154433352905,0.9,False
3087,10,-0.04,0.4812096300645919,0.9,False
3089,16,-0.41,0.22812683499706402,0.9,False
3094,19,-0.43,0.21315325895478568,0.9,False
3096,11,0.08,0.5684086905460951,0.9,False
3099,10,0.19,0.6517909571344686,0.9,False
3101,15,0.13,0.6077510275983559,0.9,False
3104,22,-0.04,0.4812096300645919,0.9,False
3105,14,0.02,0.5237815619495009,0.9,False
3106,11,-0.14,0.4151497357604228,0.9,False
3109,16,0.39,0.7704051673517323,0.9,False
3116,11,0.13,0.6077510275983559,0.9,False
3119,15,-0.4,0.23399882560187904,0.9,False
3120,10,-0.76,0.06694069289489137,0.9,False
3124,12,-0.07,0.46271285965942455,0.9,False
3126,16,0.35,0.7451556077510276,0.9,False
3133,14,0.51,0.8426306517909571,0.9,False
3134,16,0.29,0.715208455666471,0.9,False
3141,16,0.17,0.6362301820317088,0.9,False
3144,17,-0.11,0.4339401056958309,0.9,False
3146,17,-0.27,0.31679389312977096,0.9,False
3151,11,0.07,0.5616559013505579,0.9,False
3153,15,0.46,0.8162066940692895,0.9,False
3156,10,0.39,0.7704051673517323,0.9,False
3160,14,-0.28,0.31004110393423373,0.9,False
3162,12,0.36,0.7524955960070464,0.9,False
3165,17,0.83,0.9627128596594245,0.9,True
3167,16,-0.61,0.12243100411039343,0.9,False
3170,11,-0.32,0.2821491485613623,0.9,False
3171,12,-0.37,0.2507339988256019,0.9,False
3174,17,-0.08,0.455079271873165,0.9,False
3175,22,0.26,0.6943628890193776,0.9,False
3184,14,-0.43,0.21315325895478568,0.9,False
3185,16,-0.78,0.06077510275983558,0.9,False
3189,10,-0.87,0.035525543159130944,0.9,False
3191,10,-0.29,0.30035231943628893,0.9,False
3198,18,-0.7,0.08954785672342924,0.9,False
3219,12,-0.5,0.17557251908396945,0.9,False
3220,18,-0.55,0.15091015854374634,0.9,False
3221,14,0.01,0.5167351732237229,0.9,False
3225,13,0.07,0.5616559013505579,0.9,False
3227,17,0.33,0.7334116265413976,0.9,False
3230,10,-0.51,0.16999412800939517,0.9,False
3237,10,0.11,0.5939518496770405,0.9,False
3243,14,0.1,0.5842630651790958,0.9,False
3245,13,0.56,0.867586611861421,0.9,False
3260,11,-0.29,0.30035231943628893,0.9,False
3261,16,0.06,0.5528479154433353,0.9,False
3264,12,-0.49,0.18056371109806224,0.9,False
3265,18,0.16,0.6271285965942455,0.9,False
3268,11,0.04,0.5381679389312977,0.9,False
3274,11,-0.04,0.4812096300645919,0.9,False
3278,13,-0.57,0.14004697592483853,0.9,False
3281,18,0.19,0.6517909571344686,0.9,False
3282,14,-0.08,0.455079271873165,0.9,False
3283,10,-0.44,0.20522607163828538,0.9,False
3284,11,-0.41,0.22812683499706402,0.9,False
3287,13,-0.95,0.015854374633000587,0.9,False
3294,13,-0.36,0.2571931884908984,0.9,False
3298,19,-0.29,0.30035231943628893,0.9,False
3300,10,0.16,0.6271285965942455,0.9,False
3303,12,-0.07,0.46271285965942455,0.9,False
3307,15,-0.44,0.20522607163828538,0.9,False
3308,11,0.02,0.5237815619495009,0.9,False
3309,13,-0.55,0.15091015854374634,0.9,False
3314,10,0.23,0.6770405167351732,0.9,False
3317,11,0.2,0.6576629477392836,0.9,False
3320,15,0.52,0.8496770405167352,0.9,False
3321,15,-0.02,0.4967704051673517,0.9,False
3322,10,-0.88,0.03141514973576042,0.9,False
3330,10,0.18,0.6447445684086905,0.9,False
3331,10,-0.75,0.07134468584850265,0.9,False
3334,15,-0.33,0.27510275983558424,0.9,False
3338,21,-0.19,0.37815619495008806,0.9,False
3342,16,-0.59,0.13006459189665295,0.9,False
3346,12,0.54,0.8599530240751615,0.9,False
3347,13,0.5,0.8376394597768644,0.9,False
3353,11,-0.03,0.48943041691133293,0.9,False
3355,11,0.59,0.8831473869641808,0.9,False
3357,12,-0.07,0.46271285965942455,0.9,False
3358,11,0.6,0.8875513799177921,0.9,False
3362,13,-0.24,0.3376394597768644,0.9,False
3367,13,0.43,0.7938931297709924,0.9,False
3368,10,0.23,0.6770405167351732,0.9,False
3370,13,0.58,0.8778625954198473,0.9,False
3373,11,-0.62,0.11802701115678214,0.9,False
3379,12,-0.48,0.18584850264239577,0.9,False
3380,14,0.27,0.6987668819729889,0.9,False
3384,11,-0.76,0.06694069289489137,0.9,False
3386,15,0.45,0.8082795067527891,0.9,False
3392,11,-0.38,0.2457428068115091,0.9,False
3393,17,0.16,0.6271285965942455,0.9,False
3394,13,-0.57,0.14004697592483853,0.9,False
3396,12,0.39,0.7704051673517323,0.9,False
3401,13,0.52,0.8496770405167352,0.9,False
3411,10,0.13,0.6077510275983559,0.9,False
3419,16,-0.68,0.0983558426306518,0.9,False
3420,13,0.75,0.940986494421609,0.9,True
3424,11,-0.39,0.23987081620669407,0.9,False
3431,10,0.24,0.683206106870229,0.9,False
3436,13,0.14,0.6142102172636523,0.9,False
3438,11,-0.8,0.0546095126247798,0.9,False
3448,12,-0.34,0.26834997064004695,0.9,False
3450,17,0.07,0.5616559013505579,0.9,False
3451,13,-0.11,0.4339401056958309,0.9,False
3453,13,-0.56,0.14533176746917206,0.9,False
3455,14,0.39,0.7704051673517323,0.9,False
3457,16,0.28,0.7075748678802114,0.9,False
3458,12,-0.49,0.18056371109806224,0.9,False
3461,18,-0.55,0.15091015854374634,0.9,False
3462,11,0.17,0.6362301820317088,0.9,False
3466,13,0.46,0.8162066940692895,0.9,False
3467,10,-0.45,0.2014092777451556,0.9,False
3469,20,0.74,0.9354081033470346,0.9,True
3473,12,0.02,0.5237815619495009,0.9,False
3475,12,0.7,0.9210217263652378,0.9,True
3479,16,0.69,0.9174985320023488,0.9,True
3480,11,-0.26,0.32560187903699356,0.9,False
3481,13,-0.03,0.48943041691133293,0.9,False
3483,15,-0.68,0.0983558426306518,0.9,False
3485,16,0.03,0.5325895478567234,0.9,False
3488,10,0.03,0.5325895478567234,0.9,False
3509,10,-0.03,0.48943041691133293,0.9,False
3510,11,0.09,0.5754550792718731,0.9,False
3517,14,-0.33,0.27510275983558424,0.9,False
3520,16,-0.34,0.26834997064004695,0.9,False
3526,11,0.32,0.729301233118027,0.9,False
3528,13,-0.21,0.3637698179682913,0.9,False
3531,14,0.63,0.8995889606576629,0.9,False
3534,11,0.55,0.864063417498532,0.9,False
3538,16,0.0,0.508220786846741,0.9,False
3540,10,0.46,0.8162066940692895,0.9,False
3545,10,-0.48,0.18584850264239577,0.9,False
3559,13,0.12,0.6012918379330593,0.9,False
3565,13,-0.05,0.4750440399295361,0.9,False
3571,15,-0.15,0.40751614797416325,0.9,False
3572,14,0.03,0.5325895478567234,0.9,False
3574,11,-0.83,0.04726952436876101,0.9,False
3580,10,-0.43,0.21315325895478568,0.9,False
3581,14,0.09,0.5754550792718731,0.9,False
3590,16,0.01,0.5167351732237229,0.9,False
3595,13,0.1,0.5842630651790958,0.9,False
3596,12,0.56,0.867586611861421,0.9,False
3598,15,0.43,0.7938931297709924,0.9,False
3603,10,0.64,0.9004697592483852,0.9,True
3609,14,-0.34,0.26834997064004695,0.9,False
3610,18,-0.09,0.4459776864357017,0.9,False
3611,16,0.06,0.5528479154433353,0.9,False
3613,12,0.22,0.6717557251908397,0.9,False
3617,12,-0.22,0.3537874339401057,0.9,False
3618,12,-0.4,0.23399882560187904,0.9,False
3621,13,0.46,0.8162066940692895,0.9,False
3622,16,0.38,0.7645331767469172,0.9,False
3623,10,-0.46,0.19817968291250734,0.9,False
3624,17,0.44,0.7994715208455666,0.9,False
3626,13,-0.18,0.38490898414562535,0.9,False
3627,14,-0.28,0.31004110393423373,0.9,False
3630,11,0.21,0.6644157369348209,0.9,False
3633,11,0.13,0.6077510275983559,0.9,False
3635,19,0.52,0.8496770405167352,0.9,False
3643,11,0.59,0.8831473869641808,0.9,False
3646,13,0.86,0.9709336465061655,0.9,True
3647,12,0.49,0.830886670581327,0.9,False
3651,12,0.52,0.8496770405167352,0.9,False
3660,18,0.83,0.9627128596594245,0.9,True
3663,13,0.07,0.5616559013505579,0.9,False
3665,14,0.01,0.5167351732237229,0.9,False
3668,10,-0.78,0.06077510275983558,0.9,False
3671,15,0.51,0.8426306517909571,0.9,False
3673,20,-0.07,0.46271285965942455,0.9,False
3674,11,0.1,0.5842630651790958,0.9,False
3676,13,-0.25,0.3317674691720493,0.9,False
3677,11,-0.3,0.2950675278919554,0.9,False
